회사명,종목코드,업종,주요제품,상장일,시장구분,ticker
에스씨디,042110,가정용 기기 제조업,전자렌지용 MOTOR 및 냉장고용 TIMER,2000-07-13,KOSDAQ,042110.KQ
한국정보공학,039740,기타 전문 도매업,"그룹웨어, 자료관리시스템",2000-07-06,KOSDAQ,039740.KQ
디오,039840,의료용 기기 제조업,자동포장기계,2000-06-29,KOSDAQ,039840.KQ
네오위즈홀딩스,042420,소프트웨어 개발 및 공급업,지주사업,2000-06-27,KOSDAQ,042420.KQ
다산네트웍스,039560,통신 및 방송 장비 제조업,네트워크 통신장비,2000-06-22,KOSDAQ,039560.KQ
바이오스마트,038460,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",2000-06-22,KOSDAQ,038460.KQ
우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",2000-06-22,KOSDAQ,032820.KQ
안국약품,001540,의약품 제조업,"그랑파제, 토비콤-S",2000-06-15,KOSDAQ,001540.KQ
세중,039310,소프트웨어 개발 및 공급업,여행,2000-06-09,KOSDAQ,039310.KQ
우리기술투자,041190,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,KOSDAQ,041190.KQ
케이바이오,038530,생활용품 도매업,"실험용 시약, 과학기자재 등",2000-06-09,KOSDAQ,038530.KQ
HRS,036640,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,KOSDAQ,036640.KQ
에스에이엠티,031330,기계장비 및 관련 물품 도매업,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업",2000-05-23,KOSDAQ,031330.KQ
위즈코프,038620,연료 소매업,인터넷 인프라 및 응용,2000-05-04,KOSDAQ,038620.KQ
이건홀딩스,039020,제재 및 목재 가공업,창호,2000-05-04,KOSDAQ,039020.KQ
파인디지털,038950,통신 및 방송 장비 제조업,"원격 RF 감시장치, 디지털 광 중계기, 노드분배기",2000-05-04,KOSDAQ,038950.KQ
나이스정보통신,036800,전기 통신업,카드 VAN사업,2000-05-03,KOSDAQ,036800.KQ
SG&G,040610,자동차 신품 부품 제조업,생활정보신문,2000-04-27,KOSDAQ,040610.KQ
아이에이,038880,전자부품 제조업,"반도체 및 모듈, 제어기",2000-04-27,KOSDAQ,038880.KQ
에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네트워크장비 설치 및 납품, 유지보수",2000-04-27,KOSDAQ,038680.KQ
에스엠,041510,오디오물 출판 및 원판 녹음업,"음반(CD,MC),연예 대리",2000-04-27,KOSDAQ,041510.KQ
아이티센엔텍,010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","클라우드,시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)",2000-04-14,KOSDAQ,010280.KQ
쎄니트,037760,1차 철강 제조업,스테인레스 냉연강판,2000-04-07,KOSDAQ,037760.KQ
대성미생물,036480,의약품 제조업,"동물용 의약품, 미생물제재",2000-04-04,KOSDAQ,036480.KQ
에코플라스틱,038110,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,2000-03-23,KOSDAQ,038110.KQ
케이엠더블유,032500,통신 및 방송 장비 제조업,RF 부품 및 중계기,2000-03-21,KOSDAQ,032500.KQ
화성밸브,039610,일반 목적용 기계 제조업,"가스밸브, 매몰용접용 볼밸브, 온수분배기",2000-03-16,KOSDAQ,039610.KQ
경남스틸,039240,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등",2000-03-07,KOSDAQ,039240.KQ
마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22,KOSDAQ,038290.KQ
희림,037440,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역,2000-02-03,KOSDAQ,037440.KQ
레드캡투어,038390,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카",2000-02-01,KOSDAQ,038390.KQ
솔브레인홀딩스,036830,회사 본부 및 경영 컨설팅 서비스업,"반도체,디스플레이,2차전지 공정용 화학제품",2000-01-18,KOSDAQ,036830.KQ
에프에스티,036810,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통",2000-01-18,KOSDAQ,036810.KQ
코맥스,036690,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비",2000-01-18,KOSDAQ,036690.KQ
EG,037370,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",2000-01-11,KOSDAQ,037370.KQ
감성코퍼레이션,036620,기타 전문 도매업,"의류, 의류디자인, 휴대폰 주변기기",2000-01-11,KOSDAQ,036620.KQ
성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업","반도체크린룸 시공, 반도체장비제조",2000-01-11,KOSDAQ,037350.KQ
제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업",DECK PLATE,2000-01-11,KOSDAQ,038010.KQ
무림SP,001810,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04,KOSDAQ,001810.KQ
세종텔레콤,036630,전기 및 통신 공사업,WLL/GPS/위성DMB/VoIP 단말기,2000-01-04,KOSDAQ,036630.KQ
심텍홀딩스,036710,회사 본부 및 경영 컨설팅 서비스업,반도체용 인쇄회로기판,2000-01-04,KOSDAQ,036710.KQ
파세코,037070,가정용 기기 제조업,"창문형에어컨,석유스토브",2000-01-04,KOSDAQ,037070.KQ
KZ정밀,036560,일반 목적용 기계 제조업,"펌프, 밸브, 주물",1999-12-28,KOSDAQ,036560.KQ
SGC E&C,016250,건물 건설업,"건축공사, 플랜트설비, 토목공사",1999-12-28,KOSDAQ,016250.KQ
서희건설,035890,건물 건설업,"토목, 건축, 부동산임대업",1999-12-24,KOSDAQ,035890.KQ
주성엔지니어링,036930,특수 목적용 기계 제조업,LP CVD,1999-12-24,KOSDAQ,036930.KQ
케이티알파,036030,상품 중개업,"커머스, 콘텐츠, ICT",1999-12-24,KOSDAQ,036030.KQ
다우데이타,032190,기계장비 및 관련 물품 도매업,"Autodesk 제품군 및 보안, 백신 소프트웨어 등",1999-12-21,KOSDAQ,032190.KQ
동진쎄미켐,005290,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제",1999-12-21,KOSDAQ,005290.KQ
선광,003100,기타 운송관련 서비스업,"항만하역, 해사(바다모래)",1999-12-21,KOSDAQ,003100.KQ
에이치엠넥스,036170,반도체 제조업,LED패키지,1999-12-21,KOSDAQ,036170.KQ
제이에스티나,026040,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",1999-12-21,KOSDAQ,026040.KQ
지더블유바이텍,036180,기계장비 및 관련 물품 도매업,"무선통신,방송및응용장치제조업",1999-12-21,KOSDAQ,036180.KQ
한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업","카톤팩, 골판지 상자",1999-12-21,KOSDAQ,037230.KQ
삼지전자,037460,통신 및 방송 장비 제조업,"통신기기,정보기기,BACKLIGHTUNIT사업",1999-12-16,KOSDAQ,037460.KQ
우리엔터프라이즈,037400,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등",1999-12-16,KOSDAQ,037400.KQ
네패스,033640,반도체 제조업,반도체및TFT-LCD용현상액,1999-12-14,KOSDAQ,033640.KQ
인지디스플레,037330,전자부품 제조업,"TFT-LCDCHASSIS,TFT-LCDLAMPREFLECTOR,ICLEADFRAME,TRLEADFRAME",1999-12-14,KOSDAQ,037330.KQ
위지트,036090,특수 목적용 기계 제조업,LCD 반도체,1999-12-10,KOSDAQ,036090.KQ
유니셈,036200,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,KOSDAQ,036200.KQ
유성티엔에스,024800,육상 여객 운송업,"운송,C형강,차량정비",1999-12-10,KOSDAQ,024800.KQ
코리아나,027050,기타 화학제품 제조업,화장품,1999-12-10,KOSDAQ,027050.KQ
골드앤에스,035290,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",1999-12-07,KOSDAQ,035290.KQ
서울평가정보,036120,기타 정보 서비스업,"신용조회,채권추심,신용조사",1999-12-07,KOSDAQ,036120.KQ
서울전자통신,027040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전자변성기, 무역업(트랜스포머자재)",1999-12-03,KOSDAQ,027040.KQ
대성창투,027830,신탁업 및 집합투자업,투자서비스,1999-11-30,KOSDAQ,027830.KQ
예림당,036000,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,1999-11-30,KOSDAQ,036000.KQ
CJ ENM,035760,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,KOSDAQ,035760.KQ
이지홀딩스,035810,동물용 사료 및 조제식품 제조업,지주회사,1999-11-23,KOSDAQ,035810.KQ
기산텔레콤,035460,통신 및 방송 장비 제조업,"광모듈, 에코 켄슬러, 중계기, VoIP Server등",1999-11-18,KOSDAQ,035460.KQ
바른손이앤에이,035620,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화 및 콘텐츠 투자배급,1999-08-13,KOSDAQ,035620.KQ
솔본,035610,회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,1999-08-13,KOSDAQ,035610.KQ
시공테크,020710,전문디자인업,"박물관, 전시관, 엑스포, 특수영상",1999-08-13,KOSDAQ,020710.KQ
신일제약,012790,의약품 제조업,"디펜플라스타, 맥스케어, 트레스, 리피칸",1999-08-13,KOSDAQ,012790.KQ
조아제약,034940,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",1999-08-13,KOSDAQ,034940.KQ
인성정보,033230,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",넷트워크 관련 장비 및 솔루션,1999-07-30,KOSDAQ,033230.KQ
그래디언트,035080,무점포 소매업,전자상거래,1999-07-05,KOSDAQ,035080.KQ
동국산업,005160,1차 철강 제조업,"철강무역,강판제품제조",1999-06-25,KOSDAQ,005160.KQ
매일홀딩스,005990,동·식물성 유지 및 낙농제품 제조업,유제품,1999-05-14,KOSDAQ,005990.KQ
해성산업,034810,기타 금융업,시설관리 용역 및 부동산 임대,1999-04-16,KOSDAQ,034810.KQ
한국정보통신,025770,전기 통신업,"신용카드부가통신업(VAN),전자지급결제대행업(PG)",1998-01-20,KOSDAQ,025770.KQ
파라텍,033540,특수 목적용 기계 제조업,소방기기,1997-12-26,KOSDAQ,033540.KQ
동성화인텍,033500,기초 화학물질 제조업,초저온 보냉재,1997-12-19,KOSDAQ,033500.KQ
드래곤플라이,030350,소프트웨어 개발 및 공급업,온라인게임,1997-11-10,KOSDAQ,030350.KQ
엠케이전자,033160,전자부품 제조업,반도체용세금선,1997-11-10,KOSDAQ,033160.KQ
엠투엔,033310,전자부품 제조업,산업용자동제어반기기,1997-11-10,KOSDAQ,033310.KQ
제이씨현시스템,033320,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드",1997-11-10,KOSDAQ,033320.KQ
포스코엠텍,009520,1차 철강 제조업,철강포장용역 및 Al탈산제 생산,1997-11-10,KOSDAQ,009520.KQ
스페코,013810,특수 목적용 기계 제조업,아스팔트믹싱플랜트,1997-11-03,KOSDAQ,013810.KQ
좋은사람들,033340,봉제의복 제조업,패션내의,1997-11-03,KOSDAQ,033340.KQ
모아텍,033200,전자부품 제조업,위치제어용초정및소형모터,1997-10-13,KOSDAQ,033200.KQ
코웰패션,033290,"섬유, 의복, 신발 및 가죽제품 소매업","의복, 잡화, 콘덴서",1997-10-13,KOSDAQ,033290.KQ
코콤,015710,통신 및 방송 장비 제조업,비디오도어폰,1997-09-30,KOSDAQ,015710.KQ
제룡전기,033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기",1997-08-18,KOSDAQ,033100.KQ
제이엠아이,033050,기타 화학제품 제조업,CD복제품,1997-08-18,KOSDAQ,033050.KQ
디지틀조선,033130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스,1997-08-06,KOSDAQ,033130.KQ
바이온,032980,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품",1997-08-06,KOSDAQ,032980.KQ
와이지-원,019210,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",1997-08-06,KOSDAQ,019210.KQ
특수건설,026150,토목 건설업,보링,1997-08-06,KOSDAQ,026150.KQ
아이즈비전,031310,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)",1997-07-25,KOSDAQ,031310.KQ
동일기연,032960,전자부품 제조업,EMI,1997-07-18,KOSDAQ,032960.KQ
소프트센,032680,기타 정보 서비스업,전산기기 및 정보통신공사,1997-07-18,KOSDAQ,032680.KQ
원익,032940,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기",1997-07-18,KOSDAQ,032940.KQ
원풍물산,008290,봉제의복 제조업,남성용신사복,1997-07-18,KOSDAQ,008290.KQ
삼진,032750,통신 및 방송 장비 제조업,리모컨,1997-07-14,KOSDAQ,032750.KQ
더라미,032860,"해체, 선별 및 원료 재생업","화장품, 철스크랩",1997-07-04,KOSDAQ,032860.KQ
비트컴퓨터,032850,소프트웨어 개발 및 공급업,의료정보시스템,1997-07-04,KOSDAQ,032850.KQ
엠젠솔루션,032790,기계장비 및 관련 물품 도매업,"프린터형상기, 광통신장비, Bio이종장기, AI솔루션",1997-06-26,KOSDAQ,032790.KQ
판타지오,032800,창작 및 예술관련 서비스업,서비스,1997-06-26,KOSDAQ,032800.KQ
유비케어,032620,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰",1997-05-02,KOSDAQ,032620.KQ
피델릭스,032580,반도체 제조업,PSRAM 및 LPSDRAM,1997-04-22,KOSDAQ,032580.KQ
TJ미디어,032540,영상 및 음향기기 제조업,영상음향반주기,1997-04-16,KOSDAQ,032540.KQ
휴맥스홀딩스,028080,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","지주사업, IT서비스사업",1997-04-16,KOSDAQ,028080.KQ
삼일,032280,도로 화물 운송업,운송 및 하역수입,1997-03-15,KOSDAQ,032280.KQ
뉴인텍,012340,자동차 신품 부품 제조업,친환경 차량용 커패시터,1997-02-12,KOSDAQ,012340.KQ
오스템,031510,자동차 신품 부품 제조업,휠,1997-02-12,KOSDAQ,031510.KQ
디에이치엑스컴퍼니,031860,상품 종합 도매업,FLC,1997-01-07,KOSDAQ,031860.KQ
피에스케이홀딩스,031980,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,KOSDAQ,031980.KQ
세보엠이씨,011560,건물설비 설치 공사업,"건설관련설비,ACESS FLOOR,소음기,CHAMMBER,PFP UNIT,BY-PASS UNIT,DUCT,철구조물",1996-12-23,KOSDAQ,011560.KQ
한일단조,024740,자동차 신품 부품 제조업,단조품,1996-11-29,KOSDAQ,024740.KQ
양지사,030960,인쇄 및 인쇄관련 산업,다이어리,1996-10-24,KOSDAQ,030960.KQ
원익홀딩스,030530,기초 화학물질 제조업,가스캐비닛,1996-09-24,KOSDAQ,030530.KQ
한글과컴퓨터,030520,소프트웨어 개발 및 공급업,오피스소프트웨어,1996-09-24,KOSDAQ,030520.KQ
메이슨캐피탈,021880,기타 금융업,리스수입,1996-09-02,KOSDAQ,021880.KQ
광무,029480,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,KOSDAQ,029480.KQ
대호특수강,021040,1차 철강 제조업,냉간압조용선재,1996-08-27,KOSDAQ,021040.KQ
HLB,028300,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,KOSDAQ,028300.KQ
팜스토리,027710,동물용 사료 및 조제식품 제조업,사료,1996-07-06,KOSDAQ,027710.KQ
삼보판지,023600,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,KOSDAQ,023600.KQ
삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",1996-05-03,KOSDAQ,018310.KQ
에이스침대,003800,가구 제조업,침대,1996-05-03,KOSDAQ,003800.KQ
원익큐브,014190,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",1996-04-26,KOSDAQ,014190.KQ
리드코프,012700,기타 전문 도매업,화공약품운반,1996-01-19,KOSDAQ,012700.KQ
유니슨,018000,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1996-01-10,KOSDAQ,018000.KQ
아난티,025980,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양,1996-01-06,KOSDAQ,025980.KQ
광진실업,026910,1차 철강 제조업,마봉,1996-01-03,KOSDAQ,026910.KQ
인터엠,017250,영상 및 음향기기 제조업,음향기기,1996-01-03,KOSDAQ,017250.KQ
성우하이텍,015750,자동차 신품 부품 제조업,자동차범퍼,1995-11-04,KOSDAQ,015750.KQ
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","디지털서비스, SI서비스, 산업용 PDA",1995-10-06,KOSDAQ,020180.KQ
서부T&D,006730,일반 및 생활 숙박시설 운영업,석유류판매,1995-10-06,KOSDAQ,006730.KQ
동신건설,025950,토목 건설업,토목,1995-08-07,KOSDAQ,025950.KQ
동화기업,025900,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",1995-08-07,KOSDAQ,025900.KQ
신라에스지,025870,음·식료품 및 담배 도매업,수산물도매,1995-07-07,KOSDAQ,025870.KQ
케이씨피드,025880,동물용 사료 및 조제식품 제조업,사료,1995-07-07,KOSDAQ,025880.KQ
한탑,002680,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료",1995-07-07,KOSDAQ,002680.KQ
한국선재,025550,1차 철강 제조업,철강선재류,1995-06-19,KOSDAQ,025550.KQ
DH오토웨어,025440,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,KOSDAQ,025440.KQ
시노펙스,025320,전자부품 제조업,"전자부품, 필터",1995-04-20,KOSDAQ,025320.KQ
PN풍년,024940,생활용품 도매업,압력솥,1995-01-04,KOSDAQ,024940.KQ
삼천리자전거,024950,생활용품 도매업,자전거,1995-01-04,KOSDAQ,024950.KQ
메디앙스,014100,상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,KOSDAQ,014100.KQ
KBI메탈,024840,1차 비철금속 제조업,"동ROD, 모터코어",1994-12-29,KOSDAQ,024840.KQ
경창산업,024910,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",1994-12-29,KOSDAQ,024910.KQ
대륙제관,004780,기타 금속 가공제품 제조업,휴대용부탄가스 및 금속포장용기,1994-12-29,KOSDAQ,004780.KQ
동원개발,013120,건물 건설업,도급공사,1994-12-29,KOSDAQ,013120.KQ
세원물산,024830,자동차 신품 부품 제조업,라디에이터서포터,1994-12-29,KOSDAQ,024830.KQ
이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",무정전전원공급장치,1994-12-29,KOSDAQ,024810.KQ
케이피에프,024880,기타 금속 가공제품 제조업,볼트류,1994-12-29,KOSDAQ,024880.KQ
KB오토시스,024120,자동차 신품 부품 제조업,브레이크패드,1994-12-07,KOSDAQ,024120.KQ
신원종합개발,017000,건물 건설업,토건,1994-12-07,KOSDAQ,017000.KQ
흥구석유,024060,기타 전문 도매업,휘발유등,1994-12-07,KOSDAQ,024060.KQ
대한약품,023910,의약품 제조업,수액제,1994-11-23,KOSDAQ,023910.KQ
이화공영,001840,건물 건설업,도급공사,1994-11-23,KOSDAQ,001840.KQ
풍국주정,023900,알코올음료 제조업,발효주정,1994-11-23,KOSDAQ,023900.KQ
대림제지,017650,기타 종이 및 판지 제품 제조업,골판지원지,1994-11-07,KOSDAQ,017650.KQ
대한광통신,010170,절연선 및 케이블 제조업,광섬유,1994-11-07,KOSDAQ,010170.KQ
동일스틸럭스,023790,1차 철강 제조업,봉강,1994-11-07,KOSDAQ,023790.KQ
플레이위드,023770,소프트웨어 개발 및 공급업,게임소프트웨어,1994-11-07,KOSDAQ,023770.KQ
한국캐피탈,023760,기타 금융업,리스수수료,1994-11-07,KOSDAQ,023760.KQ
한일사료,005860,동물용 사료 및 조제식품 제조업,배합사료,1994-11-07,KOSDAQ,005860.KQ
모베이스전자,012860,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26,KOSDAQ,012860.KQ
CNH,023460,기타 금융업,투자자문,1994-10-07,KOSDAQ,023460.KQ
국영지앤엠,006050,유리 및 유리제품 제조업,강화유리,1994-10-07,KOSDAQ,006050.KQ
유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1994-10-07,KOSDAQ,023410.KQ
제이스코홀딩스,023440,1차 철강 제조업,"연강선재, 경강선재, CHQ외",1994-10-07,KOSDAQ,023440.KQ
보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,1994-09-07,KOSDAQ,006910.KQ
브이티,018290,기타 화학제품 제조업,"화장품, 라미네이팅필름, 라미네이팅기계",1994-09-07,KOSDAQ,018290.KQ
태광,023160,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매",1994-09-07,KOSDAQ,023160.KQ
와이엠,007530,기타 금속 가공제품 제조업,"볼트, 나사",1994-08-05,KOSDAQ,007530.KQ
신라섬유,001000,부동산 임대 및 공급업,부동산,1994-06-28,KOSDAQ,001000.KQ
